mkname,mk001,mk002,mk003,mk004,mk005,mk006,mk007,mk008,mk009,mk010,mk011,mk012,mk013,mk014,mk015,mk016,mk017,mk018,mk019,mk020,mk021,mk022,mk023,mk024,mk025,mk026,mk027,mk028,mk029,mk030,mk031,mk032,mk033,mk034,mk035,mk036,mk037,mk038,mk039,mk040,mk041,mk042,mk043,mk044,mk045,mk046,mk047,mk048,mk049,mk050,mk051,mk052,mk053,mk054,mk055,mk056,mk057,mk058,mk059,mk060,mk061,mk062,mk063,mk064,mk065,mk066,mk067,mk068,mk069,mk070,mk071,mk072,mk073,mk074,mk075,mk076,mk077,mk078,mk079,mk080,mk081,mk082,mk083,mk084,mk085,mk086,mk087,mk088,mk089,mk090,mk091,mk092,mk093,mk094,mk095,mk096,mk097,mk098,mk099,mk100,mk101,mk102,mk103,mk104,mk105,mk106,mk107,mk108,mk109,mk110,mk111,mk112,mk113,mk114,mk115,mk116,mk117,mk118,mk119,mk120,mk121,mk122
G174,1,0.799809169,0,0,0,0,0.083717291,0,0,0,0,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,1,1,0.984922847,1,0,0,0,0.716900788,0.877435877,1,1,1,0,0,0,0,0,0,-0.011138434,0,-1,-1,-1,0,0,-1,-1,0.009357637,0,0,0,1,1,1,1,1,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,1,0.992177354,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-0.096438232,0,-0.043142869,0,0,0.579223104,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-0.972316145,-0.976074741,-1,-1,-1,1,1,1,1,0,0,0,0,0,1
G175,1,0.799809169,0,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,1,0.984922847,1,1,1,1,0.958693492,0.978759425,1,1,0,0,0,-1,-1,-1,-1,-0.988689355,-1,0,1,0.979616645,1,0,0,0,0.018051003,0,0,-1,-1,-0.993509086,-1,0,-0.129220912,0,0,0,0,1,-0.056076955,0.022457591,-0.715328046,-1,0,0,-1,-1,1,0.992177354,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-0.392835405,0,-0.043142869,0,0,-1,-0.972849487,-1,-1,-1,-1,-1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,1,0,0,0,-0.562619322,-1,-1,-1,0,0,0
G176,1,0.799809169,0,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,-1,0,-1,-1,-0.988689355,-1,0,-1,-1,0,1,0,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,1,1,0.963039849,1,0.802473191,0,-1,0,0,0,0.007632463,-0.024317687,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-0.154859568,0,-0.043142869,0,1,0.9759902,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,0,0,1,0
G177,-1,-1,0,0,0,0,0.083717291,0,0,0,0,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,0,0,-1,-1,-1,-1,-1,0,0.716900788,0.877435877,1,1,0,0,0,-1,0,0,0,-0.011138434,0,-1,0,0.019241721,0,-1,0,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,0,1,1,0.737908045,-0.015616526,1,1,1,1,1,1,1,1,1,0.628187495,0,0,-1,-1,-1,-1,0,-0.55111203,-1,-0.954253362,-1,-1,0.011890782,-0.026198839,0,0,0,0,0,1,1,0.982906977,1,1,1,0,-0.371720474,-1,-1,-1,0,0,0,-0.562619322,-1,-1,0,0,0,0
G178,0,0.041558026,0,0,0,0,0.083717291,0,0,0,1,1,0.978855736,1,0.989992805,1,1,1,1,1,1,0,0.00726945,-1,-1,-1,-1,0.020997607,0.012693082,0,-0.028891788,0,-1,-1,0,1,1,1,1,1,0,0,0.019241721,0,0,1,1,0.981399239,1,1,1,0,-0.0032511,1,1,1,1,0,0,0,1,-0.055762876,0.034317812,-0.006842137,0.192599752,1,0,0,0,1,0.992177354,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-0.154859568,0,-0.043142869,0,1,0.9759902,1,0,0,0,1,1,1,1,0.568192614,0,1,1,1,1,1,1,1,-1,-1,-1,-0.96778679,-1,-1,-1,-1,0,0
G179,0,0.041558026,0,0,0,0,-1,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.222979048,-1,0,-1,0,0.014415576,0,1,1,1,0.270978058,0.117199426,0,-0.039028342,-0.011915722,0,0,0,0,1,1,-0.002851853,1,0,1,0.841815015,0,1,0,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,-1,-1,-0.357740254,0.019144409,-0.715842514,-1,-1,1,1,1,1,0.992177354,1,0,0,0,0,-1,-1,0,0,1,0.95441315,1,1,1,1,1,1,0,1,1,1,1,0,0.023113366,-0.026054243,0,-1,0,-1,-1,0,0,0.008564718,-1,-1,-1,0,-0.006724019,0,0,0,1,1,1,1,1,1,1,0,0,1
G180,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.264710206,1,1,1,0,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,0,0,-1,1,0,0,0,-0.011138434,0,0,0,0.019241721,0,0,0,0,0.739875929,1,1,1,1,1,1,1,1,1,1,0,0,-1,-0.357740254,0.019144409,-0.715842514,-1,-1,-1,0,0,0,0.00655854,-0.306660143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-0.090086732,1,-0.02315655,0,0,-1,-0.972849487,-1,-1,-1,0,0,0,0,0.427392073,1,1,1,1,1,1,1,0,-1,-1,-1,-0.96778679,-1,-1,-1,-1,-1,1
G181,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,1,1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.193498598,-1,0,0,-1,0,0,0,-0.011138434,0,0,0,0.019241721,0,0,0,0,0.739875929,1,1,1,1,1,1,0,-0.767086215,-1,-1,-1,-1,0,-0.096955774,0.022008617,-0.715397762,-1,-1,0,1,1,1,0.992177354,1,0,0,0,0,0,-1,0,0,0,0.359137643,1,1,0,0,0,0,-1,-0.392835405,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0,-1,-1,-1,0,0,0,0,-0.006724019,0,0,0,0,0,0,1,1,1,1,1,1,0
G182,-1,-1,-1,-1,-1,-1,0.60015119,1,1,0,-1,0,0.020692952,0,0.009870755,-0.005570075,1,1,1,-1,-1,0,0.014415576,0,0,0,1,0.958693492,0.978759425,1,1,1,1,1,-1,-1,-1,-1,-0.303256169,0,0,0,0.019241721,0,0,1,1,0.981399239,1,1,1,1,-0.001630667,1,0,1,1,1,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,1,1,0,0.007553559,-0.045062024,0,0,-1,-1,-1,1,0,0,0,0.023020099,-1,-1,-1,-1,0,-1,0,-0.154859568,0,-0.043142869,0,0,0.579223104,1,1,0,0,0,0,0,1,0.982906977,1,1,1,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,1,0,0,0
G183,-1,0.101598041,1,0,0,0,0.083717291,0,0,0,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,-1,-1,1,0.984922847,1,1,1,1,0.958693492,0.978759425,1,1,0,-1,-1,0,-1,-1,-1,-0.988689355,-1,0,0,0.019241721,0,-1,0,0,-1,-1,-1,-1,0,-0.006436222,0,1,-0.129220912,0,1,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,0,0,1,0.992177354,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-0.392835405,0,-0.022287417,1,1,0.411309627,-0.021052571,0,0,0,-1,-1,0,0,0.427392073,1,1,1,0,-0.006724019,0,0,0,1,1,1,-0.01616891,0,0,1,1,1,1
G184,0,0.041558026,0,0,0,0,-1,-1,-1,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.989000862,-1,0,0,0,0.849739294,1,1,1,0,-1,0.001966554,0,-0.028891788,0,0,0,0,0,1,1,1,1,-1,0,0.150511157,1,-1,1,1,0.981399239,1,1,1,1,1,1,0,-0.129220912,0,0,0,1,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,0,0,0,0,0.007553559,-0.045062024,0,0,-1,-1,-1,0,0,0,0,0.043266867,0,-1,-1,-1,-0.976087887,-1,1,-0.416953346,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-0.006724019,0,0,1,1,1,1,1,1,0,0,0,0,0
G185,-1,-1,0,0,1,1,0.902443125,1,1,0,-1,-1,-1,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,-1,-1,-1,-1,-1,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,0,0,0,0,-0.011138434,0,0,0,0.150511157,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,-0.129220912,0,0,0,1,1,-0.055762876,0.034317812,-0.006842137,0.192599752,1,0,1,1,1,0.735877877,-0.029160127,0,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,0,0.422316604,1,0,-0.043142869,0,-1,-1,-0.972849487,-1,0,0,0,0,0,-1,-1,-1,0,0,0,-0.003392694,1,1,1,0,0,1,1,1,1,1,1,1,1
G186,0,0.023430176,-1,0,0,0,0.083717291,0,1,1,1,-1,-1,-1,-1,-0.417618262,0,1,1,0,0,1,0.984922847,1,1,1,0,0.038975103,0.020208719,0,-0.028891788,0,-1,-1,0,0,0,0,-0.011138434,0,0,0,0.019241721,0,0,0,0,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.987486461,1,0,-1,0,0,0.007553559,-0.045062024,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0,-1,0,0.016792915,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
G187,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.989000862,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.969142937,-1,-1,-1,1,0,0,0,-0.011138434,0,0,-1,-1,-1,1,1,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,1,0,0,0.00655854,-0.306660143,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,0.023113366,-0.026054243,0,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.371720474,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,0
G188,0,0.041558026,0,1,1,1,0.902443125,1,0,0,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,0,0.014415576,0,0,1,1,0.270978058,0.117199426,0,-0.193498598,-1,-1,-1,-1,-1,-1,-1,-0.988689355,-1,-1,0,0.010277832,-1,1,0,-1,0.009357637,0,0,0,0,-0.006436222,0,1,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.802473191,0,0,0,0,0,0.007553559,-0.045062024,0,0,-1,-1,0,0,-1,0,0,0.043266867,0,0,0,0,0,0,0,-0.154859568,0,1,1,1,0.411309627,-0.021052571,0,1,1,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,-1,-0.96778679,-1,-1,-1,-1,-1,0
G189,-1,-1,0,1,1,1,0.902443125,1,1,1,1,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,1,1,0.270978058,0.117199426,0,-0.028891788,0,-1,-1,0.637628152,1,0,0,-0.011138434,0,0,1,0.979616645,1,1,0,0,-1,-1,-1,0,0,-0.006436222,0,0,-0.129220912,0,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,1,1,1,0.992177354,1,0,0,0,-1,-1,0,0,0,0,0.023020099,-1,-1,-1,-1,-1,-1,0,-0.090086732,1,-0.032971946,0.302445379,1,0.411309627,-0.021052571,0,0,0,1,1,1,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,-1,0,0,-0.031163225,0,0,0,0,-1,0
G190,-1,0.011917864,-1,-1,0,0,0.083717291,0,0,1,0,1,0.978855736,1,0.989992805,1,1,1,1,0,0,0,0.014415576,0,-1,-1,-1,-1,-1,-1,-0.795694892,0,0,0,0.637628152,1,-1,-1,-0.988689355,-1,0,-1,-1,-1,0,0,0,0.739875929,1,1,1,1,1,1,0,-0.767086215,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,-1,0,-1,-1,1,0.992177354,1,0,0,0,0,0,1,0,0,0,0.359137643,1,0,0,0,0,0,0,-0.154859568,0,1,0.635002796,0,0.019038465,-0.381488326,-1,-1,-1,-1,0,0,1,0.982906977,1,1,1,1,0.993200936,1,1,1,1,1,0,-0.031163225,0,0,1,0,0,-1
G191,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,-1,-1,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-1,-1,0.00758609,0,0,0,0,0.03107731,0.010222075,-1,-0.969142937,-1,0,0,0,0,1,1,1,1,1,1,0.841815015,0,-1,-1,-1,-1,-1,-1,0,0,-0.0032511,1,1,-0.129220912,0,-1,-1,-1,0,-0.607535263,-1,-0.992213758,-1,-1,-1,1,1,0.289108245,0.214407854,-0.280861334,-1,-0.992229629,-1,-1,-1,-1,0,0,0,0.043266867,0,0,0,0,0,0,0,-0.090086732,1,1,1,1,0.411309627,-0.021052571,0,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,-1,-1,-1,-0.96778679,-1,0,0,0,0,0
G192,0,0.183638609,1,0,0,0,0.720889611,1,1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-1,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,0,0,0,0,-0.011138434,0,-1,0,0.019241721,0,0,0,0,0.018051003,0,0,-1,-1,-0.993509086,-1,-1,1,0,0,0,0,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,-1,0,0,-1,-1,-0.951830543,-1,0,0,0,0,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,-0.154859568,0,-0.043142869,0,1,0.9759902,1,0,0,-1,-1,0,1,1,0.982906977,1,1,1,1,1,1,1,1,-1,-1,0,-0.050332902,-0.020293738,0,0,0,0,0
G193,0,-0.160900737,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.020692952,0,0.016565308,0.006840955,0,-0.005521206,1,0,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,0,0,0,-0.637628152,-1,0,0,-0.011138434,0,0,-1,-1,-1,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,1,1,-1,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,-1,-1,-1,0,0.007553559,-0.045062024,0,0,1,1,1,0,-1,0,0,0.023020099,-1,-0.983084017,-1,-1,0,0,-1,-0.392835405,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,-1,1,1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,-1,0,0,0,-0.031163225,0,0,0,0,1,1
G194,0,0.023430176,-1,-1,-1,-1,0.60015119,1,0,-1,-1,-1,-1,0,0.016565308,0.006840955,0,-0.005521206,1,0,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,1,0,0,0,-1,0,0,-0.011138434,0,1,1,0.979616645,1,1,0,-1,-1,-1,-1,0,0,-0.006436222,0,0,1,1,1,1,1,0,1,0.963039849,1,0.987486461,1,1,1,1,1,0.735877877,-0.029160127,0,0,0,0,0,0,1,1,1,0.95441315,1,0.3816456,0,0,-1,-1,-1,-0.259032834,1,1,1,1,0.9759902,1,1,1,1,0,0,0,0,0.016792915,0,1,1,1,1,1,1,0,-1,-1,-1,-0.428978135,0,1,1,0,0,-1
G195,-1,-0.791989259,0,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.005521206,1,1,1,-1,0.003812398,-1,-1,-1,-1,-1,-1,-1,-0.969142937,-1,0,0,0,0,0,0,1,0,0,0,0.150511157,1,0,0,0,0.739875929,1,1,1,1,1,1,1,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.987486461,1,0,-1,-1,-1,-1,-0.678270605,0,0,1,1,1,1,-1,-1,0,0.043266867,0,0,0,0,1,1,1,1,0,-0.671485174,-1,-1,0.011890782,-0.026198839,0,-1,-1,1,1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,-1,0,0,0,-0.562619322,-1,0,0,0,-1,0
G196,0,0.041558026,0,1,1,1,0.902443125,1,1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-1,0,0.014415576,0,1,1,1,0.958693492,0.978759425,1,1,0,0,0,0,0,1,1,-0.005673408,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-0.0032511,1,1,-0.129220912,0,0,0,0,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,0,1,1,1,0.707319231,-0.219679865,-1,-1,1,1,1,1,0,0,0,0.043266867,0,0,0,0,-1,-1,0,-0.154859568,0,-0.043142869,0,0,0.019038465,-0.381488326,-1,-1,-1,0,0,0,0,0.016792915,0,0,0,0,-0.371720474,-1,0,0,0,0,0,-0.031163225,0,0,0,0,-1,-1
G197,1,0.799809169,0,-1,-1,-1,0.050418511,0,0,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,1,1,1,0,0,0,-1,-1,-0.303256169,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,-0.006436222,0,0,-0.129220912,0,0,0,-1,-1,-0.279462121,0.601631284,1,0.987486461,1,1,0,-1,-1,-1,-0.678270605,0,0,0,0,0,-1,0,0,0,0.359137643,1,1,1,1,0,0,1,1,0,-0.043142869,0,1,0.9759902,1,1,1,1,1,1,0,0,0.016792915,0,0,0,0,-0.006724019,0,-1,-1,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,0
G198,0,0.041558026,0,0,1,1,0.246551841,0,0,0,0,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,0,-1,-1,-1,-1,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,0,0,0,0,-0.011138434,0,0,0,0.140450591,1,0,0,0,0.018051003,0,0,0,-1,-0.993509086,-1,-1,1,1,0,0,0,0,1,0.342417747,-0.006377822,0.006266717,-1,-1,0,0,0,0.007553559,-0.045062024,0,0,0,-1,0,0,0,1,1,0.628187495,0,0,0,0,-1,-1,0,-0.154859568,0,-0.043142869,0,0,-1,-0.972849487,-1,0,0,1,1,1,1,0.568192614,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.562619322,-1,-1,-1,-1,0,0
G199,-1,0.02133325,0,1,0,0,0.083717291,0,-1,-1,-1,-1,-1,0,0.009844063,-0.011033869,0,-0.005521206,1,0,1,1,0.144537843,0,1,1,1,0.958693492,0.978759425,1,1,1,0,0,0,0,-1,-1,-0.988689355,-1,0,0,-0.140450591,-1,0,0,1,0.981399239,1,1,1,1,1,1,0,-0.129220912,0,-1,-1,-1,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,0.023020099,-1,-0.983084017,-1,-1,-1,-1,1,-0.416953346,-1,-0.954253362,-1,-1,-1,-0.608472098,0,-1,0,0,0,-1,-1,0.008522397,0,0,0,0,-0.006724019,0,0,1,-1,-1,-1,-0.96778679,-1,-1,-1,-1,-1,-1
G200,-1,-1,0,0,0,0,0.083717291,0,0,-1,0,0,0.020692952,0,-1,-0.988780771,-1,-0.989000862,-1,0,0,-1,-1,-1,-1,-1,0,0.038975103,0.020208719,0,1,1,1,1,1,1,1,1,1,1,0,1,0.738001175,-1,1,0,0,0.018051003,0,0,0,0,-0.317143119,-1,-1,1,1,1,1,0,0,-0.069560371,0.635205528,1,0.802473191,0,-1,0,0,0,0.00655854,-0.306660143,-1,-1,0,0,1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,-0.812561326,-1,-0.954253362,-1,-1,-1,-0.972849487,-1,-1,-1,0,0,1,0,0.427392073,1,1,1,1,1,0,0,0,0,0,0,-0.031163225,0,1,1,1,1,1
G201,0,0.041558026,0,0,-1,-1,0.050418511,0,0,0,-1,-1,-1,-1,0.004962334,-0.011060569,0,-0.010775596,0,0,1,0,0.014415576,0,-1,-1,-1,-1,-1,0,-0.028891788,0,0,0,1,1,0,0,-0.011138434,0,1,1,0.979616645,1,0,0,0,0.018051003,0,0,1,0,-0.317143119,-1,-1,1,1,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,-1,-1,0,0.007553559,-0.045062024,0,0,0,0,0,1,0,0,0,0.023020099,-1,-0.983084017,-1,-1,0,0,1,1,1,1,0,0,0.023113366,-0.026054243,0,0,0,1,1,0,0,0.016792915,0,0,1,1,1,1,1,1,-1,-1,-1,-0.96778679,-1,-1,0,0,0,1
G202,-1,-1,0,-1,1,1,0.902443125,1,0,0,-1,-1,-1,-1,-1,-0.417618262,0,-0.010775596,0,0,0,0,0.849739294,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,0,0,-1,-1,0,0,-0.011138434,0,0,0,-1,0,0,0,1,0.254285514,0,0,0,0,-0.006436222,0,0,-0.767086215,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,-1,0,0,1,1,0.992177354,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-0.3816456,0,0,1,1,1,-0.096438232,0,-0.671485174,-1,0,0.023113366,-0.026054243,0,0,0,0,0,0,0,0.016792915,0,0,0,1,-0.003380149,0,0,0,0,0,0,-0.031163225,0,0,0,0,0,-1
G203,1,0.799809169,0,-1,-1,-1,-1,-1,-1,-1,0,0,0.44115749,1,0.989992805,1,1,1,1,0,0,0,0.014415576,0,0,-1,-1,-1,-1,-1,-0.795694892,0,-1,-1,-1,0,1,1,1,1,0,1,0.979616645,1,1,1,1,0.254285514,0,0,0,0,-0.006436222,0,0,-0.129220912,0,1,1,1,0,1,0.34242026,-0.006359127,0.012138659,0,-1,0,1,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,-1,-0.812561326,-1,-0.954253362,-1,-1,-1,-0.608472098,0,0,0,1,1,0,0,0.016792915,0,0,0,-1,-0.626465994,0,0,0,0,0,0,-0.562619322,-1,-1,-1,-1,-1,-1
G204,-1,-1,0,0,0,0,0.083717291,0,0,0,0,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,0,0.014415576,0,0,-1,-1,-1,-1,-1,-0.969142937,-1,0,1,1,1,0,0,-0.011138434,0,1,-1,0.005174951,-1,-1,0,-1,-0.981224621,-1,-1,0,0,-0.006436222,0,0,-0.767086215,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,-1,-1,0,0,1,0.735877877,-0.029160127,0,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-0.006724019,0,0,0,1,1,0,-0.562619322,-1,-1,-1,0,0,0
G205,-1,-1,0,0,0,0,-1,-1,-1,0,1,1,0.978855736,1,0.606033166,-0.00777315,0,0,0,-1,-1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,0,-1,-1,0,0,-1,0,0.018051003,0,0,-1,-1,-0.993509086,-1,-1,-0.070553026,1,1,1,0,1,1,0.963039849,1,0.987486461,1,0,0,0,-1,-1,-0.951830543,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-0.983084017,-1,-1,-1,-1,1,-0.096438232,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0.282024028,1,1,0.982906977,1,1,1,0,-0.006724019,0,0,0,0,1,0,-0.031163225,0,0,0,0,0,0
G206,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,0.217725887,1,0,-1,-1,-1,-1,-1,0,0,0.038975103,0.020208719,0,-0.028891788,0,-1,-1,1,1,0,0,-0.011138434,0,1,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.0032511,1,1,-0.767086215,-1,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,-1,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,0.043266867,0,0,-1,-1,-1,-1,0,-0.55111203,-1,-0.954253362,-1,-1,-1,-0.972849487,-1,-1,-1,-1,-1,-1,-1,0.008522397,0,-1,-1,-1,-0.993223971,-1,-1,-0.664978879,-1,-1,-1,-0.428978135,0,0,0,0,0,0
G207,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,0,-1,-1,-1,0,0,0,-1,-1,-1,-0.969142937,-1,-1,-1,1,1,1,1,-0.002851853,1,0,-1,-1,0,1,1,1,0.254285514,0,0,0,0,-0.006436222,0,1,1,1,1,1,1,1,1,0.251914629,-0.679698184,-1,-1,-1,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,1,0,0,0,0.359137643,1,1,1,1,1,1,0,1,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,1,0,0,0,0.008564718,-1,-1,-1,-1,-0.993223971,-1,-1,-1,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,0
G208,1,0.799809169,0,0,-1,-1,0.050418511,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.005521206,1,1,1,0,0.014415576,0,1,1,0,0.038975103,0.020208719,0,1,1,1,1,1,0,0,0,1,1,1,1,0.841815015,0,-1,-1,-1,-1,0,0,0,0,-0.006436222,0,0,1,0,0,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,-1,-1,-1,-1,-0.951830543,-1,0,1,1,1,1,0,0,0,0.043266867,0,0,0,-1,-1,-1,0,-0.55111203,-1,-0.315131682,0,1,0.9759902,1,1,1,1,0,0,1,1,0.568192614,0,0,1,1,1,1,1,1,0,0,0,-0.031163225,0,0,-1,-1,-1,-1
G209,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.417618262,0,0,0,0,0,0,0.849739294,1,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,-1,1,1,0,0,-0.011138434,0,-1,0,0.150511157,1,1,1,0,0.018051003,0,0,0,0,-0.317143119,-1,0,1,1,0,0,0,0,-0.607535263,-1,-0.992213758,-1,-1,-1,0,-1,-1,-1,-0.678270605,0,0,0,0,1,0,0,0,1,0.95441315,1,0.3816456,0,0,0,0,0,-0.55111203,-1,-0.954253362,-1,0,0.579223104,1,1,1,1,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,1,-1,-1,-1,-0.96778679,-1,0,0,1,1,1
